Time [s],Packet ID,MOSI,MISO
9.433242580000000,,0xB860,0xFFFF
9.433637200000000,,0xB8CD,0xFFFF
9.434038060000001,,0xB817,0xFFFF
9.434426260000000,,0xB800,0xFFFF
9.434820820000001,,0xB8AA,0xFFFF
9.435215440000000,,0xB8AA,0xFFFF
9.435273499999999,,0x8208,0x0000
9.435545140000000,,0x82C8,0x0000
9.435602660000001,,0xCA81,0x0000
9.435660199999999,,0xCA83,0x0000
18.515902140000001,,0xB000,0xFF1C
18.516296700000002,,0xB000,0xFF00
18.516689480000000,,0xB000,0xFFFF
18.517083979999999,,0xB000,0xFF38
18.517478600000000,,0xB000,0xFF00
18.517873200000000,,0xB000,0xFF15
18.518267720000001,,0xB000,0xFF44
18.518662379999999,,0xB000,0xFF01
18.519063079999999,,0xB000,0xFFF4
18.519451279999998,,0xB000,0xFF17
18.519845839999999,,0xB000,0xFF00
18.520240399999999,,0xB000,0xFF00
18.520634959999999,,0xB000,0xFF00
18.521029460000001,,0xB000,0xFF6E
18.521424079999999,,0xB000,0xFF65
18.521818580000001,,0xB000,0xFF77
18.522213260000001,,0xB000,0xFF6C
18.522607699999998,,0xB000,0xFF61
18.523010459999998,,0xB000,0xFF6D
18.523396819999999,,0xB000,0xFF70
18.523791339999999,,0xB000,0xFF33
18.524185939999999,,0xB000,0xFF2E
18.524580459999999,,0xB000,0xFF6C
18.524975019999999,,0xB000,0xFF6F
18.525369619999999,,0xB000,0xFF63
18.525764079999998,,0xB000,0xFF61
18.526160420000000,,0xB000,0xFF6C
18.526553260000000,,0xB000,0xFF57
18.526947759999999,,0xB000,0xFF76
18.527342319999999,,0xB000,0xFF17
18.527736879999999,,0xB000,0xFF00
18.527796080000002,,0x8208,0x0000
18.527945720000002,,0x82C8,0x0000
18.528003240000000,,0xCA81,0x0000
18.528067119999999,,0xCA83,0x0000
18.643193300000000,,0x0000,0x0200
18.656987760000000,,0x0000,0x0280
18.657046220000002,,0x8208,0x0000
18.657104019999998,,0x0000,0x0080
18.657170160000000,,0x8208,0x0000
18.657232140000001,,0x0000,0x0080
18.657320439999999,,0x8238,0x0000
18.658029240000001,,0xB8AA,0xFFFF
18.658417459999999,,0xB8AA,0xFFFF
18.658812120000000,,0xB8AA,0xFFFF
18.659206520000001,,0xB82D,0xFFFF
18.659601139999999,,0xB8D4,0xFFFF
18.660001980000001,,0xB81C,0xFFFF
18.660390140000001,,0xB800,0xFFFF
18.660784700000001,,0xB8FF,0xFFFF
18.661179260000001,,0xB838,0xFFFF
18.661573879999999,,0xB800,0xFFFF
18.661974300000001,,0xB815,0xFFFF
18.662362880000000,,0xB844,0xFFFF
18.662757440000000,,0xB801,0xFFFF
18.663152000000000,,0xB8F4,0xFFFF
18.663546560000000,,0xB817,0xFFFF
18.663947480000001,,0xB800,0xFFFF
18.664335739999999,,0xB800,0xFFFF
18.664730240000001,,0xB800,0xFFFF
18.665124760000001,,0xB86E,0xFFFF
18.665519360000001,,0xB865,0xFFFF
18.665920280000002,,0xB877,0xFFFF
18.666308440000002,,0xB86C,0xFFFF
18.666702999999998,,0xB861,0xFFFF
18.667097500000001,,0xB86D,0xFFFF
18.667492060000001,,0xB870,0xFFFF
18.667892960000000,,0xB831,0xFFFF
18.668281180000001,,0xB82E,0xFFFF
18.668675740000001,,0xB86C,0xFFFF
18.669070300000001,,0xB86F,0xFFFF
18.669464800000000,,0xB863,0xFFFF
18.669859360000000,,0xB861,0xFFFF
18.670253979999998,,0xB86C,0xFFFF
18.670648480000001,,0xB860,0xFFFF
18.671043040000001,,0xB8CD,0xFFFF
18.671437600000001,,0xB817,0xFFFF
18.671832100000000,,0xB800,0xFFFF
18.672226660000000,,0xB8AA,0xFFFF
18.672621220000000,,0xB8AA,0xFFFF
18.672679299999999,,0x8208,0x0000
18.673162479999998,,0x82C8,0x0000
18.673220019999999,,0xCA81,0x0000
18.673283900000001,,0xCA83,0x0000
